"","MetaID","3317A","3318A","3319A","3320A","3321A","3322A","3325A","3326A"
"2918","263.15849_9.329",-1.20397280432594,-3.2188758248682,-1.38629436111989,-0.916290731874156,-0.693147180559944,0,-2.30258509299405,-1.45528723260684
"2919","263.17235_2.377",-0.405465108108165,-1.20397280432594,-1.04982212449868,-0.693147180559945,1.25276296849537,-0.79850769621777,-1.6094379124341,0
"2920","263.18365_2.462",-1.09861228866811,-1.6094379124341,-0.693147180559945,-0.223143551314211,1.6094379124341,2.70805020110221,0,-1.09861228866811
"2921","263.19893_10.825",-1.32175583998232,2.70805020110221,2.30258509299405,-0.916290731874156,-1.6094379124341,-1.6094379124341,-2.30258509299405,-1.6094379124341
"2922","263.24516_1.971",2.30258509299405,-0.693147180559945,-0.916290731874156,2.99573227355399,3.2188758248682,2.70805020110221,-1.04982212449868,1.89711998488588
"2923","264.02381_6.337",-1.79175946922805,-2.30258509299405,-1.20397280432594,-1.6094379124341,-1.89711998488588,-1.20397280432594,-1.6094379124341,-1.09861228866811
"2924","264.06015_4.415",-0.405465108108165,-1.38629436111989,-1.6094379124341,-0.693147180559945,-1.04982212449868,-0.693147180559944,1.6094379124341,0.693147180559945
"2925","264.07791_5.127",-1.09861228866811,-1.38629436111989,-1.20397280432594,-0.916290731874156,-0.916290731874154,-0.693147180559944,2.70805020110221,2.59026716544583
"2926","264.08046_1.302",5.29831736654804,1.09861228866811,1.50407739677627,4.60517018598809,4.60517018598809,1.6094379124341,2.30258509299405,1.89711998488588
"2927","264.0845_3.252",-1.45528723260684,-1.89711998488588,-1.6094379124341,-0.693147180559945,0,0.405465108108165,-2.30258509299405,-1.09861228866811
"2928","264.10368_14.6",-1.09861228866811,-0.693147180559945,-1.6094379124341,0,-0.693147180559944,0,2.99573227355399,3.50655789731998
"2929","264.10369_11.985",-2.30258509299405,-2.99573227355399,-3.35240721749272,-2.99573227355399,-3.68887945411394,-3.68887945411394,-4.60517018598809,-3.75787232560089
"2930","264.11134_6.677",2.30258509299405,2.70805020110221,3.2188758248682,2.30258509299405,2.30258509299405,2.30258509299405,1.6094379124341,-0.405465108108165
"2931","264.11367_3.074",0,-0.916290731874156,-1.04982212449868,-0.356674943938733,0,0,0,-1.09861228866811
"2932","264.12086_4.52",-0.405465108108165,0.405465108108164,2.30258509299405,-0.693147180559945,-1.20397280432594,-0.916290731874154,-0.916290731874156,-1.09861228866811
"2933","264.14637_4.192",2.59026716544583,3.40119738166216,2.99573227355399,3.40119738166215,3.2188758248682,2.30258509299405,5.7037824746562,5.7037824746562
"2934","264.14641_8.452",-2.30258509299405,-1.89711998488588,-2.30258509299405,0,0,2.30258509299405,-2.30258509299405,-1.09861228866811
"2935","264.14644_2.82",-1.79175946922805,-1.6094379124341,-1.89711998488588,-1.20397280432594,-1.89711998488588,-1.89711998488588,1.25276296849537,-2.30258509299405
